"film_title","actor_name","cat_name"
"GABLES METROPOLIS","FRED COSTNER","Family"
"GABLES METROPOLIS","RIP CRAWFORD","Family"
"GABLES METROPOLIS","FRANCES DAY-LEWIS","Family"
"GABLES METROPOLIS","RAY JOHANSSON","Family"
"GABLES METROPOLIS","GROUCHO DUNST","Family"
"GABLES METROPOLIS","CATE MCQUEEN","Family"
"GABLES METROPOLIS","ADAM HOPPER","Family"
"GABLES METROPOLIS","GROUCHO WILLIAMS","Family"
"GANDHI KWAI","ZERO CAGE","Family"
"GANDHI KWAI","LUCILLE TRACY","Family"
"GANDHI KWAI","ANNE CRONYN","Family"
"GANDHI KWAI","PENELOPE PINKETT","Family"
"GANDHI KWAI","ANGELINA ASTAIRE","Family"
"GANDHI KWAI","MEG HAWKE","Family"
"GANDHI KWAI","GINA DEGENERES","Family"
"GANDHI KWAI","DARYL CRAWFORD","Family"
"GLADIATOR WESTWARD","JULIA MCQUEEN","Family"
"GLADIATOR WESTWARD","KIRK JOVOVICH","Family"
"GLADIATOR WESTWARD","ADAM GRANT","Family"
"GLADIATOR WESTWARD","CAMERON ZELLWEGER","Family"
"GLADIATOR WESTWARD","IAN TANDY","Family"
"GLADIATOR WESTWARD","JAYNE SILVERSTONE","Family"
"GREASE YOUTH","KIRK JOVOVICH","Family"
"GREASE YOUTH","SIDNEY CROWE","Family"
"GREASE YOUTH","ADAM HOPPER","Family"
"HALF OUTFIELD","ANNE CRONYN","Family"
"HALF OUTFIELD","GREG CHAPLIN","Family"
"HALF OUTFIELD","SEAN GUINESS","Family"
"HALF OUTFIELD","HARRISON BALE","Family"
"HALF OUTFIELD","DARYL CRAWFORD","Family"
"HALF OUTFIELD","DEBBIE AKROYD","Family"
"HOCUS FRIDA","SANDRA KILMER","Family"
"HOCUS FRIDA","FRANCES TOMEI","Family"
"HOCUS FRIDA","THORA TEMPLE","Family"
"HOMICIDE PEACH","BOB FAWCETT","Family"
"HOMICIDE PEACH","FRANCES DAY-LEWIS","Family"
"HOMICIDE PEACH","JAYNE NEESON","Family"
"HOMICIDE PEACH","GROUCHO SINATRA","Family"
"HOMICIDE PEACH","MAE HOFFMAN","Family"
"HOMICIDE PEACH","KENNETH TORN","Family"
"HOMICIDE PEACH","HARRISON BALE","Family"
"HOMICIDE PEACH","ALBERT NOLTE","Family"
"HOUSE DYNAMITE","NATALIE HOPKINS","Family"
"HOUSE DYNAMITE","JUDE CRUISE","Family"
"HOUSE DYNAMITE","MEG HAWKE","Family"
"HOUSE DYNAMITE","MATTHEW LEIGH","Family"
"HOUSE DYNAMITE","VIVIEN BASINGER","Family"
"HOUSE DYNAMITE","AL GARLAND","Family"
"HOUSE DYNAMITE","MATTHEW CARREY","Family"
"HOUSE DYNAMITE","DEBBIE AKROYD","Family"
"HOUSE DYNAMITE","MICHAEL BOLGER","Family"
"HUNTING MUSKETEERS","CARY MCCONAUGHEY","Family"
"HUNTING MUSKETEERS","SEAN GUINESS","Family"
"HUNTING MUSKETEERS","JULIANNE DENCH","Family"
"HUNTING MUSKETEERS","MICHAEL BENING","Family"
"HUNTING MUSKETEERS","WILLIAM HACKMAN","Family"
"INDIAN LOVE","NICK WAHLBERG","Family"
"INDIAN LOVE","MATTHEW JOHANSSON","Family"
"INDIAN LOVE","TOM MCKELLEN","Family"
"INDIAN LOVE","CARY MCCONAUGHEY","Family"
"INDIAN LOVE","SCARLETT DAMON","Family"
"INDIAN LOVE","GINA DEGENERES","Family"
"INDIAN LOVE","RITA REYNOLDS","Family"
"INDIAN LOVE","RUSSELL TEMPLE","Family"
"INDIAN LOVE","JON CHASE","Family"
"INDIAN LOVE","GENE MCKELLEN","Family"
"JASON TRAP","GOLDIE BRODY","Family"
"JASON TRAP","NATALIE HOPKINS","Family"
"JASON TRAP","ANGELA HUDSON","Family"
"JASON TRAP","BEN HARRIS","Family"
"JASON TRAP","MINNIE KILMER","Family"
"JEDI BENEATH","JAMES PITT","Family"
"JEDI BENEATH","LIZA BERGMAN","Family"
"JEDI BENEATH","JULIANNE DENCH","Family"
"JEDI BENEATH","JANE JACKMAN","Family"
"KILLER INNOCENT","BURT POSEY","Family"
"KILLER INNOCENT","ANGELINA ASTAIRE","Family"
"KILLER INNOCENT","DARYL WAHLBERG","Family"
"KILLER INNOCENT","WHOOPI HURT","Family"
"KILLER INNOCENT","MERYL ALLEN","Family"
"KING EVOLUTION","PENELOPE GUINESS","Family"
"KING EVOLUTION","LUCILLE TRACY","Family"
"KING EVOLUTION","BURT DUKAKIS","Family"
"KING EVOLUTION","CUBA ALLEN","Family"
"KING EVOLUTION","RENEE BALL","Family"
"KING EVOLUTION","MARY KEITEL","Family"
"LOLITA WORLD","UMA WOOD","Family"
"LOUISIANA HARRY","HENRY BERRY","Family"
"LOUISIANA HARRY","GINA DEGENERES","Family"
"LOUISIANA HARRY","JAYNE SILVERSTONE","Family"
"MAGUIRE APACHE","NICK WAHLBERG","Family"
"MAGUIRE APACHE","SEAN WILLIAMS","Family"
"MAGUIRE APACHE","RENEE TRACY","Family"
"MAGUIRE APACHE","ALAN DREYFUSS","Family"
"MANCHURIAN CURTAIN","RAY JOHANSSON","Family"
"MANCHURIAN CURTAIN","ALBERT NOLTE","Family"
"MOVIE SHAKESPEARE","HELEN VOIGHT","Family"
"MOVIE SHAKESPEARE","CAMERON STREEP","Family"
"MOVIE SHAKESPEARE","FAY KILMER","Family"
"MOVIE SHAKESPEARE","GINA DEGENERES","Family"
"MOVIE SHAKESPEARE","CAMERON ZELLWEGER","Family"
"MOVIE SHAKESPEARE","RUSSELL BACALL","Family"
"MOVIE SHAKESPEARE","MORGAN WILLIAMS","Family"
"MOVIE SHAKESPEARE","RIVER DEAN","Family"
"MUSIC BOONDOCK","MORGAN WILLIAMS","Family"
"MUSIC BOONDOCK","HUMPHREY WILLIS","Family"
"MUSIC BOONDOCK","MICHAEL BENING","Family"
"NATURAL STOCK","MILLA KEITEL","Family"
"NATURAL STOCK","SUSAN DAVIS","Family"
"NATURAL STOCK","KEVIN GARLAND","Family"
"NATURAL STOCK","RENEE BALL","Family"
"NETWORK PEAK","KIRK JOVOVICH","Family"
"NETWORK PEAK","NATALIE HOPKINS","Family"
"NETWORK PEAK","ELLEN PRESLEY","Family"
"ODDS BOOGIE","ELVIS MARX","Family"
"ODDS BOOGIE","MAE HOFFMAN","Family"
"ODDS BOOGIE","CHRIS BRIDGES","Family"
"ODDS BOOGIE","GEOFFREY HESTON","Family"
"ODDS BOOGIE","KENNETH HOFFMAN","Family"
"OPPOSITE NECKLACE","CHRISTIAN NEESON","Family"
"OPPOSITE NECKLACE","MATTHEW LEIGH","Family"
"OPPOSITE NECKLACE","GROUCHO DUNST","Family"
"OPPOSITE NECKLACE","LUCILLE DEE","Family"
"OPPOSITE NECKLACE","GROUCHO WILLIAMS","Family"
"OPPOSITE NECKLACE","DEBBIE AKROYD","Family"
"PILOT HOOSIERS","JULIA MCQUEEN","Family"
"PILOT HOOSIERS","WOODY HOFFMAN","Family"
"PILOT HOOSIERS","HENRY BERRY","Family"
"PILOT HOOSIERS","SPENCER PECK","Family"
"PILOT HOOSIERS","CAMERON ZELLWEGER","Family"
"PILOT HOOSIERS","DEBBIE AKROYD","Family"
"PILOT HOOSIERS","AUDREY BAILEY","Family"
"PITTSBURGH HUNCHBACK","RIP CRAWFORD","Family"
"PITTSBURGH HUNCHBACK","JULIA MCQUEEN","Family"
"PITTSBURGH HUNCHBACK","PENELOPE MONROE","Family"
"PITTSBURGH HUNCHBACK","AUDREY BAILEY","Family"
"PITTSBURGH HUNCHBACK","JOHN SUVARI","Family"
"PRESIDENT BANG","JULIA MCQUEEN","Family"
"PRESIDENT BANG","CUBA ALLEN","Family"
"PRESIDENT BANG","LUCILLE DEE","Family"
"PRESIDENT BANG","DEBBIE AKROYD","Family"
"PRESIDENT BANG","AUDREY BAILEY","Family"
"PRIX UNDEFEATED","KIRSTEN PALTROW","Family"
"PRIX UNDEFEATED","SISSY SOBIESKI","Family"
"PRIX UNDEFEATED","GOLDIE BRODY","Family"
"PRIX UNDEFEATED","SUSAN DAVIS","Family"
"PRIX UNDEFEATED","SYLVESTER DERN","Family"
"PRIX UNDEFEATED","RUSSELL BACALL","Family"
"PRIX UNDEFEATED","MORGAN HOPKINS","Family"
"RAGE GAMES","SCARLETT DAMON","Family"
"RAGE GAMES","CHRIS BRIDGES","Family"
"RAGE GAMES","RENEE TRACY","Family"
"RAGE GAMES","ALBERT NOLTE","Family"
"RAGE GAMES","KEVIN GARLAND","Family"
"RAGE GAMES","JADA RYDER","Family"
"RAGE GAMES","GROUCHO WILLIAMS","Family"
"RANGE MOONWALKER","RIP CRAWFORD","Family"
"RANGE MOONWALKER","BURT DUKAKIS","Family"
"RANGE MOONWALKER","PENELOPE MONROE","Family"
"RANGE MOONWALKER","RUSSELL CLOSE","Family"
"REMEMBER DIARY","JODIE DEGENERES","Family"
"REMEMBER DIARY","KENNETH TORN","Family"
"REMEMBER DIARY","JEFF SILVERSTONE","Family"
"REMEMBER DIARY","REESE WEST","Family"
"RESURRECTION SILVERADO","MENA TEMPLE","Family"
"RESURRECTION SILVERADO","MAE HOFFMAN","Family"
"RESURRECTION SILVERADO","KEVIN GARLAND","Family"
"RESURRECTION SILVERADO","RICHARD PENN","Family"
"RESURRECTION SILVERADO","KENNETH HOFFMAN","Family"
"ROBBERY BRIGHT","GOLDIE BRODY","Family"
"ROBBERY BRIGHT","WHOOPI HURT","Family"
"RUSH GOODFELLAS","KIRK JOVOVICH","Family"
"RUSH GOODFELLAS","MAE HOFFMAN","Family"
"RUSH GOODFELLAS","SYLVESTER DERN","Family"
"RUSH GOODFELLAS","ANGELA WITHERSPOON","Family"
"RUSH GOODFELLAS","ALAN DREYFUSS","Family"
"SECRETS PARADISE","REESE KILMER","Family"
"SECRETS PARADISE","GENE WILLIS","Family"
"SECRETS PARADISE","RENEE TRACY","Family"
"SECRETS PARADISE","WHOOPI HURT","Family"
"SECRETS PARADISE","KENNETH HOFFMAN","Family"
"SECRETS PARADISE","WILLIAM HACKMAN","Family"
"SENSIBILITY REAR","CHRISTIAN NEESON","Family"
"SENSIBILITY REAR","MILLA KEITEL","Family"
"SENSIBILITY REAR","BURT POSEY","Family"
"SENSIBILITY REAR","GROUCHO DUNST","Family"
"SENSIBILITY REAR","LIZA BERGMAN","Family"
"SENSIBILITY REAR","MICHAEL BENING","Family"
"SIEGE MADRE","CUBA OLIVIER","Family"
"SIEGE MADRE","RIP CRAWFORD","Family"
"SIEGE MADRE","NATALIE HOPKINS","Family"
"SIEGE MADRE","DAN HARRIS","Family"
"SIEGE MADRE","SIDNEY CROWE","Family"
"SIEGE MADRE","SALMA NOLTE","Family"
"SIEGE MADRE","BELA WALKEN","Family"
"SLUMS DUCK","REESE KILMER","Family"
"SLUMS DUCK","WALTER TORN","Family"
"SLUMS DUCK","RUSSELL TEMPLE","Family"
"SOUP WISDOM","MATTHEW LEIGH","Family"
"SOUP WISDOM","KIM ALLEN","Family"
"SPARTACUS CHEAPER","CHRIS BRIDGES","Family"
"SPARTACUS CHEAPER","VIVIEN BASINGER","Family"
"SPARTACUS CHEAPER","JEFF SILVERSTONE","Family"
"SPINAL ROCKY","CAMERON STREEP","Family"
"SPINAL ROCKY","PARKER GOLDBERG","Family"
"SPINAL ROCKY","NATALIE HOPKINS","Family"
"SPINAL ROCKY","MARY TANDY","Family"
"SPINAL ROCKY","CHRISTOPHER BERRY","Family"
"SPINAL ROCKY","CHRIS BRIDGES","Family"
"SPINAL ROCKY","RUSSELL BACALL","Family"
"SPINAL ROCKY","CATE HARRIS","Family"
"SPLASH GUMP","PENELOPE GUINESS","Family"
"SPLASH GUMP","JENNIFER DAVIS","Family"
"SPLASH GUMP","UMA WOOD","Family"
"SPLASH GUMP","CAMERON STREEP","Family"
"SPLASH GUMP","CHRISTIAN NEESON","Family"
"SPLASH GUMP","RAY JOHANSSON","Family"
"SPLASH GUMP","GENE WILLIS","Family"
"SPLASH GUMP","MORGAN WILLIAMS","Family"
"SPLASH GUMP","HUMPHREY WILLIS","Family"
"SPLASH GUMP","AL GARLAND","Family"
"SUNSET RACER","ANGELINA ASTAIRE","Family"
"SUNSET RACER","GROUCHO DUNST","Family"
"SUNSET RACER","MORGAN MCDORMAND","Family"
"SUPER WYOMING","TOM MIRANDA","Family"
"SUPER WYOMING","NICK DEGENERES","Family"
"SUPER WYOMING","HUMPHREY GARLAND","Family"
"VIRTUAL SPOILERS","DUSTIN TAUTOU","Family"
"VIRTUAL SPOILERS","GARY PENN","Family"
"VIRTUAL SPOILERS","JON CHASE","Family"
"WILLOW TRACY","REESE KILMER","Family"
"WILLOW TRACY","JAMES PITT","Family"
"AGENT TRUMAN","KIRSTEN PALTROW","Foreign"
"AGENT TRUMAN","SANDRA KILMER","Foreign"
"AGENT TRUMAN","JAYNE NEESON","Foreign"
"AGENT TRUMAN","WARREN NOLTE","Foreign"
"AGENT TRUMAN","MORGAN WILLIAMS","Foreign"
"AGENT TRUMAN","KENNETH HOFFMAN","Foreign"
"AGENT TRUMAN","REESE WEST","Foreign"
"ALAMO VIDEOTAPE","JOHNNY CAGE","Foreign"
"ALAMO VIDEOTAPE","SCARLETT DAMON","Foreign"
"ALAMO VIDEOTAPE","SEAN GUINESS","Foreign"
"ALAMO VIDEOTAPE","MICHAEL BENING","Foreign"
"ALIEN CENTER","BURT DUKAKIS","Foreign"
"ALIEN CENTER","KENNETH PALTROW","Foreign"
"ALIEN CENTER","SIDNEY CROWE","Foreign"
"ALIEN CENTER","RENEE TRACY","Foreign"
"ALIEN CENTER","HUMPHREY WILLIS","Foreign"
"ALIEN CENTER","MENA HOPPER","Foreign"
"ALLEY EVOLUTION","KARL BERRY","Foreign"
"ALLEY EVOLUTION","JUDE CRUISE","Foreign"
"ALLEY EVOLUTION","ALBERT JOHANSSON","Foreign"
"ALLEY EVOLUTION","GREGORY GOODING","Foreign"
"ALLEY EVOLUTION","JOHN SUVARI","Foreign"
"BABY HALL","NICK WAHLBERG","Foreign"
"BABY HALL","MATTHEW JOHANSSON","Foreign"
"BABY HALL","CHARLIZE DENCH","Foreign"
"BABY HALL","DARYL WAHLBERG","Foreign"
"BABY HALL","KEVIN GARLAND","Foreign"
"BABY HALL","RIVER DEAN","Foreign"
"BABY HALL","MINNIE KILMER","Foreign"
"BABY HALL","VIVIEN BASINGER","Foreign"
"BALLROOM MOCKINGBIRD","JUDY DEAN","Foreign"
"BALLROOM MOCKINGBIRD","ADAM GRANT","Foreign"
"BALLROOM MOCKINGBIRD","BEN WILLIS","Foreign"
"BALLROOM MOCKINGBIRD","DARYL WAHLBERG","Foreign"
"BALLROOM MOCKINGBIRD","HARRISON BALE","Foreign"
"BALLROOM MOCKINGBIRD","LUCILLE DEE","Foreign"
"BALLROOM MOCKINGBIRD","GENE MCKELLEN","Foreign"
"BROOKLYN DESERT","JODIE DEGENERES","Foreign"
"BROOKLYN DESERT","JAYNE NEESON","Foreign"
"BROOKLYN DESERT","SEAN GUINESS","Foreign"
"BROOKLYN DESERT","ALBERT NOLTE","Foreign"
"BROOKLYN DESERT","GROUCHO WILLIAMS","Foreign"
"BUGSY SONG","WOODY JOLIE","Foreign"
"BUGSY SONG","KIRSTEN AKROYD","Foreign"
"CALENDAR GUNFIGHT","BETTE NICHOLSON","Foreign"
"CALENDAR GUNFIGHT","CAMERON STREEP","Foreign"
"CALENDAR GUNFIGHT","TIM HACKMAN","Foreign"
"CALENDAR GUNFIGHT","MILLA PECK","Foreign"
"CALENDAR GUNFIGHT","GARY PHOENIX","Foreign"
"CALENDAR GUNFIGHT","GINA DEGENERES","Foreign"
"CALENDAR GUNFIGHT","GRETA KEITEL","Foreign"
"CALENDAR GUNFIGHT","WHOOPI HURT","Foreign"
"CATCH AMISTAD","JOHNNY CAGE","Foreign"
"CATCH AMISTAD","CHRISTIAN AKROYD","Foreign"
"CATCH AMISTAD","KENNETH PESCI","Foreign"
"CATCH AMISTAD","DAN STREEP","Foreign"
"CATCH AMISTAD","IAN TANDY","Foreign"
"CHOCOLATE DUCK","JOE SWANK","Foreign"
"CHOCOLATE DUCK","CAMERON STREEP","Foreign"
"CHOCOLATE DUCK","GARY PENN","Foreign"
"CHOCOLATE DUCK","MINNIE ZELLWEGER","Foreign"
"CHOCOLATE DUCK","JULIANNE DENCH","Foreign"
"CHOCOLATE DUCK","HUMPHREY WILLIS","Foreign"
"CHOCOLATE DUCK","GROUCHO WILLIAMS","Foreign"
"COMMAND DARLING","GRACE MOSTEL","Foreign"
"COMMAND DARLING","BURT POSEY","Foreign"
"COMMAND DARLING","KENNETH PESCI","Foreign"
"COMMAND DARLING","LIZA BERGMAN","Foreign"
"COMMAND DARLING","RITA REYNOLDS","Foreign"
"COMMAND DARLING","EWAN GOODING","Foreign"
"COMMAND DARLING","GEOFFREY HESTON","Foreign"
"COMMAND DARLING","MERYL GIBSON","Foreign"
"COWBOY DOOM","ED CHASE","Foreign"
"COWBOY DOOM","MILLA KEITEL","Foreign"
"COWBOY DOOM","JULIANNE DENCH","Foreign"
"COWBOY DOOM","WHOOPI HURT","Foreign"
"COWBOY DOOM","GREGORY GOODING","Foreign"
"CROSSING DIVORCE","JUDE CRUISE","Foreign"
"CROSSING DIVORCE","MILLA KEITEL","Foreign"
"CRYSTAL BREAKING","REESE KILMER","Foreign"
"CRYSTAL BREAKING","JAYNE NEESON","Foreign"
"CRYSTAL BREAKING","PENELOPE CRONYN","Foreign"
"CRYSTAL BREAKING","LIZA BERGMAN","Foreign"
"CRYSTAL BREAKING","FAY WOOD","Foreign"
"CYCLONE FAMILY","HELEN VOIGHT","Foreign"
"CYCLONE FAMILY","RIP CRAWFORD","Foreign"
"CYCLONE FAMILY","JUDY DEAN","Foreign"
"DANGEROUS UPTOWN","ANNE CRONYN","Foreign"
"DANGEROUS UPTOWN","MARY TANDY","Foreign"
"DANGEROUS UPTOWN","RALPH CRUZ","Foreign"
"DANGEROUS UPTOWN","SPENCER PECK","Foreign"
"DANGEROUS UPTOWN","KIRSTEN AKROYD","Foreign"
"DANGEROUS UPTOWN","DARYL WAHLBERG","Foreign"
"DANGEROUS UPTOWN","CATE HARRIS","Foreign"
"DANGEROUS UPTOWN","ALBERT JOHANSSON","Foreign"
"DOUBTFIRE LABYRINTH","HARRISON BALE","Foreign"
"DOUBTFIRE LABYRINTH","RENEE TRACY","Foreign"
"DOUBTFIRE LABYRINTH","JULIANNE DENCH","Foreign"
"DOUBTFIRE LABYRINTH","SCARLETT BENING","Foreign"
"DOUBTFIRE LABYRINTH","KENNETH HOFFMAN","Foreign"
"EVERYONE CRAFT","GOLDIE BRODY","Foreign"
"EVERYONE CRAFT","MICHELLE MCCONAUGHEY","Foreign"
"EVERYONE CRAFT","WOODY JOLIE","Foreign"
"EVERYONE CRAFT","JAMES PITT","Foreign"
"EVERYONE CRAFT","MINNIE ZELLWEGER","Foreign"
"FICTION CHRISTMAS","KEVIN BLOOM","Foreign"
"FICTION CHRISTMAS","ALEC WAYNE","Foreign"
"FICTION CHRISTMAS","CUBA ALLEN","Foreign"
"FICTION CHRISTMAS","ADAM HOPPER","Foreign"
"FICTION CHRISTMAS","LISA MONROE","Foreign"
"FICTION CHRISTMAS","MATTHEW CARREY","Foreign"
"FICTION CHRISTMAS","ROCK DUKAKIS","Foreign"
"FICTION CHRISTMAS","MARY KEITEL","Foreign"
"FRIDA SLIPPER","UMA WOOD","Foreign"
"FRIDA SLIPPER","JAYNE NEESON","Foreign"
"FRIDA SLIPPER","MINNIE ZELLWEGER","Foreign"
"FRIDA SLIPPER","KENNETH TORN","Foreign"
"FRIDA SLIPPER","RENEE TRACY","Foreign"
"GENTLEMEN STAGE","TOM MCKELLEN","Foreign"
"GENTLEMEN STAGE","DARYL WAHLBERG","Foreign"
"GENTLEMEN STAGE","MORGAN HOPKINS","Foreign"
"GENTLEMEN STAGE","LIZA BERGMAN","Foreign"
"GENTLEMEN STAGE","RITA REYNOLDS","Foreign"
"GENTLEMEN STAGE","GRETA MALDEN","Foreign"
"GENTLEMEN STAGE","HARVEY HOPE","Foreign"
"GENTLEMEN STAGE","ED GUINESS","Foreign"
"GRAPES FURY","CARMEN HUNT","Foreign"
"GRAPES FURY","HENRY BERRY","Foreign"
"GRAPES FURY","MARY TANDY","Foreign"
"GRAPES FURY","LUCILLE DEE","Foreign"
"GRAPES FURY","BURT TEMPLE","Foreign"
"GREEK EVERYONE","SISSY SOBIESKI","Foreign"
"GREEK EVERYONE","BURT DUKAKIS","Foreign"
"GREEK EVERYONE","RIP WINSLET","Foreign"
"GREEK EVERYONE","CATE HARRIS","Foreign"
"HAPPINESS UNITED","NICK WAHLBERG","Foreign"
"HAPPINESS UNITED","ADAM GRANT","Foreign"
"HAPPINESS UNITED","GROUCHO DUNST","Foreign"
"HAPPINESS UNITED","CUBA ALLEN","Foreign"
"HAPPINESS UNITED","MERYL GIBSON","Foreign"
"HELLFIGHTERS SIERRA","GRACE MOSTEL","Foreign"
"HELLFIGHTERS SIERRA","CUBA OLIVIER","Foreign"
"HELLFIGHTERS SIERRA","SANDRA KILMER","Foreign"
"HELLFIGHTERS SIERRA","MICHELLE MCCONAUGHEY","Foreign"
"HELLFIGHTERS SIERRA","JAMES PITT","Foreign"
"HELLFIGHTERS SIERRA","JIM MOSTEL","Foreign"
"HELLFIGHTERS SIERRA","SPENCER DEPP","Foreign"
"HELLFIGHTERS SIERRA","CAMERON ZELLWEGER","Foreign"
"HELLFIGHTERS SIERRA","PENELOPE MONROE","Foreign"
"HELLFIGHTERS SIERRA","ALBERT NOLTE","Foreign"
"HELLFIGHTERS SIERRA","ED MANSFIELD","Foreign"
"HELLFIGHTERS SIERRA","HARVEY HOPE","Foreign"
"HIGHBALL POTTER","KARL BERRY","Foreign"
"HIGHBALL POTTER","REESE KILMER","Foreign"
"HIGHBALL POTTER","CHRISTOPHER BERRY","Foreign"
"HIGHBALL POTTER","GRETA KEITEL","Foreign"
"HIGHBALL POTTER","MENA HOPPER","Foreign"
"HOLIDAY GAMES","DAN HARRIS","Foreign"
"HOLIDAY GAMES","MINNIE ZELLWEGER","Foreign"
"HOLIDAY GAMES","SPENCER PECK","Foreign"
"HOLIDAY GAMES","MERYL GIBSON","Foreign"
"HOLIDAY GAMES","AL GARLAND","Foreign"
"HOLIDAY GAMES","DEBBIE AKROYD","Foreign"
"HOOSIERS BIRDCAGE","SISSY SOBIESKI","Foreign"
"HOOSIERS BIRDCAGE","TIM HACKMAN","Foreign"
"HOOSIERS BIRDCAGE","GOLDIE BRODY","Foreign"
"HOOSIERS BIRDCAGE","DARYL WAHLBERG","Foreign"
"HOOSIERS BIRDCAGE","WALTER TORN","Foreign"
"HOOSIERS BIRDCAGE","DARYL CRAWFORD","Foreign"
"HOOSIERS BIRDCAGE","GRETA KEITEL","Foreign"
"HOOSIERS BIRDCAGE","FAY WINSLET","Foreign"
"HOOSIERS BIRDCAGE","GRETA MALDEN","Foreign"
"HOOSIERS BIRDCAGE","HUMPHREY WILLIS","Foreign"
"HOTEL HAPPINESS","SANDRA KILMER","Foreign"
"HOTEL HAPPINESS","RIP WINSLET","Foreign"
"HOTEL HAPPINESS","SUSAN DAVIS","Foreign"
"HOTEL HAPPINESS","RENEE BALL","Foreign"
"HUNGER ROOF","MERYL GIBSON","Foreign"
"ILLUSION AMELIE","KENNETH PALTROW","Foreign"
"ILLUSION AMELIE","GENE WILLIS","Foreign"
"ILLUSION AMELIE","MORGAN MCDORMAND","Foreign"
"ILLUSION AMELIE","DARYL CRAWFORD","Foreign"
"ILLUSION AMELIE","GRETA KEITEL","Foreign"
"ILLUSION AMELIE","RICHARD PENN","Foreign"
"ILLUSION AMELIE","HUMPHREY GARLAND","Foreign"
"IMPOSSIBLE PREJUDICE","FRED COSTNER","Foreign"
"IMPOSSIBLE PREJUDICE","RITA REYNOLDS","Foreign"
"IMPOSSIBLE PREJUDICE","CHRIS DEPP","Foreign"
"INFORMER DOUBLE","RENEE TRACY","Foreign"
"INFORMER DOUBLE","KEVIN GARLAND","Foreign"
"INFORMER DOUBLE","IAN TANDY","Foreign"
"INNOCENT USUAL","DAN TORN","Foreign"
"INNOCENT USUAL","CHRISTIAN AKROYD","Foreign"
"INNOCENT USUAL","JAMES PITT","Foreign"
"INTRIGUE WORST","VAL BOLGER","Foreign"
"INTRIGUE WORST","REESE KILMER","Foreign"
"INTRIGUE WORST","GARY PENN","Foreign"
"INTRIGUE WORST","GINA DEGENERES","Foreign"
"INTRIGUE WORST","CATE HARRIS","Foreign"
"INTRIGUE WORST","MERYL GIBSON","Foreign"
"INTRIGUE WORST","FAY WOOD","Foreign"
"JET NEIGHBORS","FAY KILMER","Foreign"
"JET NEIGHBORS","GREG CHAPLIN","Foreign"
"JET NEIGHBORS","GENE WILLIS","Foreign"
"JET NEIGHBORS","MINNIE KILMER","Foreign"
"JET NEIGHBORS","HUMPHREY GARLAND","Foreign"
"JET NEIGHBORS","MERYL ALLEN","Foreign"
"KANE EXORCIST","AUDREY OLIVIER","Foreign"
"KANE EXORCIST","BURT DUKAKIS","Foreign"
"KANE EXORCIST","HENRY BERRY","Foreign"
"KANE EXORCIST","CHRISTOPHER BERRY","Foreign"
"KANE EXORCIST","GROUCHO WILLIAMS","Foreign"
"KISS GLORY","CUBA OLIVIER","Foreign"
"KISS GLORY","HELEN VOIGHT","Foreign"
"KISS GLORY","JULIA MCQUEEN","Foreign"
"KISS GLORY","TOM MIRANDA","Foreign"
"KISS GLORY","GROUCHO DUNST","Foreign"
"KISS GLORY","OPRAH KILMER","Foreign"
"KISS GLORY","HUMPHREY GARLAND","Foreign"
"LOSE INCH","LUCILLE TRACY","Foreign"
"LOSE INCH","HARRISON BALE","Foreign"
"LOSE INCH","MERYL ALLEN","Foreign"
"LOSE INCH","REESE WEST","Foreign"
"LOST BIRD","KIRK JOVOVICH","Foreign"
"LOST BIRD","KENNETH TORN","Foreign"
"LOST BIRD","CUBA BIRCH","Foreign"
"MADNESS ATTACKS","FRANCES DAY-LEWIS","Foreign"
"MADNESS ATTACKS","SCARLETT DAMON","Foreign"
"MADNESS ATTACKS","KIRSTEN AKROYD","Foreign"
"MADNESS ATTACKS","SUSAN DAVIS","Foreign"
"MADNESS ATTACKS","FRANCES TOMEI","Foreign"
"MADNESS ATTACKS","HUMPHREY WILLIS","Foreign"
"MADNESS ATTACKS","MARY KEITEL","Foreign"
"MATRIX SNOWMAN","SANDRA PECK","Foreign"
"MATRIX SNOWMAN","GARY PENN","Foreign"
"MATRIX SNOWMAN","RUSSELL BACALL","Foreign"
"MAUDE MOD","CARY MCCONAUGHEY","Foreign"
"MAUDE MOD","JAMES PITT","Foreign"
"MAUDE MOD","GROUCHO DUNST","Foreign"
"MAUDE MOD","OLYMPIA PFEIFFER","Foreign"
"MAUDE MOD","ED GUINESS","Foreign"
"MAUDE MOD","ROCK DUKAKIS","Foreign"
"MEET CHOCOLATE","ZERO CAGE","Foreign"
"MEET CHOCOLATE","TIM HACKMAN","Foreign"
"MEET CHOCOLATE","PARKER GOLDBERG","Foreign"
"MEET CHOCOLATE","WARREN NOLTE","Foreign"
"MEET CHOCOLATE","WARREN JACKMAN","Foreign"
"MEET CHOCOLATE","GROUCHO WILLIAMS","Foreign"
"MIXED DOORS","CARMEN HUNT","Foreign"
"MIXED DOORS","MICHELLE MCCONAUGHEY","Foreign"
"MIXED DOORS","DAN STREEP","Foreign"
"MIXED DOORS","ALBERT NOLTE","Foreign"
"MIXED DOORS","IAN TANDY","Foreign"
"MIXED DOORS","MICHAEL BOLGER","Foreign"
"MOON BUNCH","ANNE CRONYN","Foreign"
"MULHOLLAND BEAST","PENELOPE GUINESS","Foreign"
