"cust_id","transaction_amount","pay_class"
"515","3.99","low"
"515","0.99","low"
"515","6.99","low"
"515","0.99","low"
"515","2.99","low"
"515","4.99","low"
"515","3.99","low"
"515","4.99","low"
"515","4.99","low"
"515","0.99","low"
"515","3.99","low"
"515","4.99","low"
"515","3.99","low"
"515","6.99","low"
"515","2.99","low"
"515","8.99","high"
"515","5.99","low"
"515","4.99","low"
"515","3.99","low"
"515","0.99","low"
"515","4.99","low"
"518","2.99","low"
"518","5.99","low"
"518","0.99","low"
"518","0.99","low"
"518","7.99","low"
"518","4.99","low"
"518","6.99","low"
"518","2.99","low"
"518","2.99","low"
"518","3.99","low"
"518","4.99","low"
"518","2.99","low"
"518","2.99","low"
"518","6.99","low"
"518","3.99","low"
"518","2.99","low"
"518","5.99","low"
"518","3.99","low"
"518","2.99","low"
"518","2.99","low"
"518","4.99","low"
"518","6.99","low"
"518","6.99","low"
"518","4.99","low"
"518","0.99","low"
"518","4.99","low"
"523","4.99","low"
"523","0.99","low"
"523","6.99","low"
"523","8.99","high"
"523","7.99","low"
"523","0.99","low"
"523","4.99","low"
"523","2.99","low"
"523","6.99","low"
"523","2.99","low"
"523","4.99","low"
"523","1.99","low"
"523","0.99","low"
"523","5.99","low"
"523","2.99","low"
"523","6.99","low"
"523","1.99","low"
"523","4.99","low"
"523","2.99","low"
"523","2.99","low"
"523","4.99","low"
"523","2.99","low"
"524","0.99","low"
"524","4.99","low"
"524","1.99","low"
"524","4.99","low"
"524","2.99","low"
"524","5.99","low"
"524","4.99","low"
"524","4.99","low"
"524","6.99","low"
"524","4.99","low"
"524","8.99","high"
"524","4.99","low"
"524","6.99","low"
"524","2.99","low"
"524","4.99","low"
"524","2.99","low"
"524","2.99","low"
"524","1.99","low"
"524","6.99","low"
"527","2.99","low"
"527","0.99","low"
"527","0.99","low"
"527","2.99","low"
"527","0.99","low"
"527","0.99","low"
"527","3.99","low"
"527","4.99","low"
"527","2.99","low"
"527","1.99","low"
"527","8.99","high"
"527","0.99","low"
"527","0.99","low"
"527","3.99","low"
"527","0.99","low"
"527","5.99","low"
"527","2.99","low"
"527","0.99","low"
"527","7.99","low"
"527","6.99","low"
"527","6.99","low"
"527","2.99","low"
"527","3.99","low"
"527","2.99","low"
"528","0.99","low"
"528","0.99","low"
"528","5.99","low"
"528","3.99","low"
"528","5.99","low"
"528","2.99","low"
"528","4.99","low"
"528","4.99","low"
"528","0.99","low"
"528","9.99","high"
"528","5.99","low"
"528","3.99","low"
"528","0.99","low"
"528","7.99","low"
"528","4.99","low"
"528","3.99","low"
"528","8.99","high"
"528","3.99","low"
"528","0.99","low"
"528","2.99","low"
"528","3.99","low"
"528","2.99","low"
"528","7.99","low"
"528","2.99","low"
"528","6.99","low"
"533","0.99","low"
"533","1.99","low"
"533","5.99","low"
"533","5.99","low"
"533","0.99","low"
"533","0.99","low"
"533","2.99","low"
"533","6.99","low"
"533","0.99","low"
"533","8.99","high"
"533","4.99","low"
"533","2.99","low"
"533","0.99","low"
"533","9.99","high"
"533","4.99","low"
"533","8.99","high"
"533","2.99","low"
"533","2.99","low"
"533","2.99","low"
"533","1.99","low"
"533","1.99","low"
"533","3.99","low"
"533","2.99","low"
"533","6.99","low"
"533","7.99","low"
"533","8.99","high"
"533","2.99","low"
"533","0.99","low"
"533","6.99","low"
"533","7.99","low"
"533","4.99","low"
"533","0.99","low"
"533","2.99","low"
"534","5.99","low"
"534","0.99","low"
"534","4.99","low"
"534","2.99","low"
"534","0.99","low"
"534","1.99","low"
"534","4.99","low"
"534","2.99","low"
"534","4.99","low"
"534","2.99","low"
"534","2.99","low"
"534","0.99","low"
"534","5.99","low"
"534","4.99","low"
"534","5.99","low"
"534","6.99","low"
"534","0.99","low"
"534","5.99","low"
"534","2.99","low"
"534","5.99","low"
"534","4.99","low"
"534","0.99","low"
"534","1.99","low"
"534","2.99","low"
"535","0.99","low"
"535","2.99","low"
"535","3.99","low"
"535","4.99","low"
"535","4.99","low"
"535","4.99","low"
"535","4.99","low"
"535","6.99","low"
"535","2.99","low"
"535","6.99","low"
"535","0.99","low"
"535","8.99","high"
"535","2.99","low"
"535","2.99","low"
"535","4.99","low"
"535","0.99","low"
"535","4.99","low"
"535","5.99","low"
"535","3.99","low"
"535","8.99","high"
"535","7.99","low"
"535","2.99","low"
"535","0.99","low"
"535","4.99","low"
"535","0.99","low"
"535","1.99","low"
"535","4.99","low"
"535","0.99","low"
"535","4.99","low"
"535","5.99","low"
"535","6.99","low"
"535","0.99","low"
"539","4.99","low"
"539","0.99","low"
"539","3.99","low"
"539","0.99","low"
"539","4.99","low"
"539","2.99","low"
"539","0.99","low"
"539","4.99","low"
"539","7.99","low"
"539","2.99","low"
"539","5.99","low"
"539","2.99","low"
"539","6.99","low"
"539","5.99","low"
"539","0.99","low"
"539","7.99","low"
"539","4.99","low"
"539","3.99","low"
"539","2.99","low"
"539","2.99","low"
"539","5.99","low"
"539","2.99","low"
"540","2.99","low"
"540","4.99","low"
"540","2.99","low"
"540","3.99","low"
"540","3.99","low"
"540","4.99","low"
"540","4.99","low"
"540","2.99","low"
"540","7.99","low"
"540","2.99","low"
"540","6.99","low"
"540","0.99","low"
"540","4.99","low"
"540","2.99","low"
"540","8.99","high"
"540","3.99","low"
"540","4.99","low"
"540","6.99","low"
"540","8.99","high"
"540","4.99","low"
"540","6.99","low"
"540","0.99","low"
"540","2.99","low"
"540","3.99","low"
"543","6.99","low"
"543","1.99","low"
"543","4.99","low"
"543","2.99","low"
"543","4.99","low"
"543","2.99","low"
"543","5.99","low"
"543","2.99","low"
"543","4.99","low"
"543","4.99","low"
"543","2.99","low"
"543","2.99","low"
"543","4.99","low"
"543","2.99","low"
"543","0.99","low"
"543","0.99","low"
"543","4.99","low"
"543","9.99","high"
"543","2.99","low"
"543","0.99","low"
"543","1.99","low"
"543","1.99","low"
"546","5.99","low"
"546","6.99","low"
"546","1.99","low"
"546","0.99","low"
"546","3.99","low"
"546","5.99","low"
"546","4.99","low"
"546","0.99","low"
"546","0.99","low"
"546","0.99","low"
"546","9.99","high"
"546","2.99","low"
"546","6.99","low"
"546","4.99","low"
"546","4.99","low"
"546","3.99","low"
"546","1.99","low"
"546","0.99","low"
"546","5.99","low"
"546","4.99","low"
"546","2.99","low"
"546","5.99","low"
"546","4.99","low"
"546","2.99","low"
"546","3.99","low"
"546","4.99","low"
"547","0.99","low"
"547","8.99","high"
"547","1.99","low"
"547","8.99","high"
"547","4.99","low"
"547","4.99","low"
"547","4.99","low"
"547","4.99","low"
"547","0.99","low"
"547","4.99","low"
"547","3.99","low"
"547","4.99","low"
"547","3.99","low"
"547","2.99","low"
"547","2.99","low"
"547","4.99","low"
"547","5.99","low"
"547","0.99","low"
"547","0.99","low"
"547","2.99","low"
"547","2.99","low"
"547","9.99","high"
"547","4.99","low"
"548","6.99","low"
"548","4.99","low"
"548","3.99","low"
"548","1.99","low"
"548","2.99","low"
"548","0.99","low"
"548","2.99","low"
"548","2.99","low"
"548","7.99","low"
"548","4.99","low"
"548","4.99","low"
"548","5.99","low"
"548","0.99","low"
"548","5.99","low"
"548","3.99","low"
"548","7.99","low"
"548","0.99","low"
"548","6.99","low"
"548","0.99","low"
"549","0.99","low"
"549","4.99","low"
"549","3.99","low"
"549","4.99","low"
"549","2.99","low"
"549","2.99","low"
"549","4.99","low"
"549","0.99","low"
"549","7.99","low"
"549","0.99","low"
"549","4.99","low"
"549","7.99","low"
"549","9.99","high"
"549","0.99","low"
"549","0.99","low"
"549","4.99","low"
"549","2.99","low"
"549","2.99","low"
"549","4.99","low"
"549","0.99","low"
"553","4.99","low"
"553","3.99","low"
"553","8.99","high"
"553","6.99","low"
"553","6.99","low"
"553","4.99","low"
"553","2.99","low"
"553","4.99","low"
"553","4.99","low"
"553","4.99","low"
"553","4.99","low"
"553","0.99","low"
"553","4.99","low"
"553","3.99","low"
"553","2.99","low"
"553","0.99","low"
"553","6.99","low"
"553","4.99","low"
"553","4.99","low"
"553","2.99","low"
"553","4.99","low"
"553","2.99","low"
"553","4.99","low"
"553","0.99","low"
"554","2.99","low"
"554","2.99","low"
"554","4.99","low"
"554","6.99","low"
"554","2.99","low"
"554","6.99","low"
"554","4.99","low"
"554","2.99","low"
"554","5.99","low"
"554","2.99","low"
"554","6.99","low"
"554","7.99","low"
"554","9.99","high"
"554","0.99","low"
"554","8.99","high"
"554","0.99","low"
"554","4.99","low"
"554","2.99","low"
"554","3.99","low"
"554","0.99","low"
"554","2.99","low"
"554","4.99","low"
"555","1.99","low"
"555","2.99","low"
"555","0.99","low"
"555","3.99","low"
"555","5.99","low"
"555","7.99","low"
"555","7.99","low"
"555","3.99","low"
"555","4.99","low"
"555","4.99","low"
"555","2.99","low"
"555","4.99","low"
"555","2.99","low"
"555","2.99","low"
"555","2.99","low"
"555","4.99","low"
"555","6.99","low"
"557","4.99","low"
"557","4.99","low"
"557","0.99","low"
"557","6.99","low"
"557","3.99","low"
"557","0.99","low"
"557","1.99","low"
"557","0.99","low"
"557","3.99","low"
"557","4.99","low"
"557","0.99","low"
"557","0.99","low"
"557","2.99","low"
"557","1.99","low"
"557","6.99","low"
"557","0.99","low"
"557","1.99","low"
"557","2.99","low"
"557","2.99","low"
"557","2.99","low"
"557","0.99","low"
"557","5.99","low"
"557","0.99","low"
"557","4.99","low"
"558","4.99","low"
"558","1.99","low"
"558","4.99","low"
"558","4.99","low"
"558","10.99","high"
"558","9.99","high"
"558","0.99","low"
"558","3.99","low"
"558","5.99","low"
"558","2.99","low"
"558","6.99","low"
"558","3.99","low"
"558","7.99","low"
"558","9.99","high"
"558","4.99","low"
"558","0.99","low"
"558","0.99","low"
"558","2.99","low"
"558","4.99","low"
"558","2.99","low"
"558","0.99","low"
"558","0.99","low"
"558","5.99","low"
"558","6.99","low"
"558","1.99","low"
"558","5.99","low"
"558","7.99","low"
"558","5.99","low"
"560","2.99","low"
"560","4.99","low"
"560","1.99","low"
"560","4.99","low"
"560","2.99","low"
"560","9.99","high"
"560","0.99","low"
"560","2.99","low"
"560","4.99","low"
"560","2.99","low"
"560","4.99","low"
"560","3.99","low"
"560","2.99","low"
"560","5.99","low"
"560","4.99","low"
"560","0.99","low"
"560","5.99","low"
"560","4.99","low"
"560","4.99","low"
"560","7.99","low"
"560","7.99","low"
"560","4.99","low"
"560","5.99","low"
"560","1.99","low"
"560","4.99","low"
"560","2.99","low"
"560","2.99","low"
"560","6.99","low"
"560","5.98","low"
"560","0.00","low"
"562","2.99","low"
"562","2.99","low"
"562","5.99","low"
"562","3.99","low"
"562","4.99","low"
"562","3.99","low"
"562","4.99","low"
"562","5.99","low"
"562","4.99","low"
"562","0.99","low"
"562","6.99","low"
"562","8.99","high"
"562","3.99","low"
"562","2.99","low"
"562","2.99","low"
"562","0.99","low"
"562","6.99","low"
"562","4.99","low"
"562","5.99","low"
"562","2.99","low"
"562","10.99","high"
"562","0.99","low"
"562","2.99","low"
"562","2.99","low"
"562","1.99","low"
"566","5.99","low"
"566","4.99","low"
"566","5.99","low"
"566","4.99","low"
"566","0.99","low"
"566","4.99","low"
"566","4.99","low"
"566","0.99","low"
"566","3.99","low"
"566","9.99","high"
"566","2.99","low"
"566","2.99","low"
"566","0.99","low"
"566","2.99","low"
"566","6.99","low"
"566","2.99","low"
"566","1.99","low"
"566","6.99","low"
"566","0.99","low"
"566","4.99","low"
"566","4.99","low"
"566","4.99","low"
"566","3.99","low"
"566","2.99","low"
"566","2.99","low"
"566","6.99","low"
"566","2.99","low"
"566","0.99","low"
"566","1.99","low"
"566","8.99","high"
"566","4.99","low"
"566","4.99","low"
"566","3.99","low"
"566","2.99","low"
"572","7.99","low"
"572","10.99","high"
"572","0.99","low"
"572","0.99","low"
"572","2.99","low"
"572","4.99","low"
"572","6.99","low"
"572","2.99","low"
"572","4.99","low"
"572","4.99","low"
"572","6.99","low"
"572","0.99","low"
"572","0.99","low"
"572","3.99","low"
"572","5.99","low"
"572","4.99","low"
"572","0.99","low"
"572","4.99","low"
"572","2.99","low"
"572","4.99","low"
"572","4.99","low"
"572","1.99","low"
"572","1.99","low"
"572","6.99","low"
"572","5.99","low"
"573","2.99","low"
"573","4.99","low"
"573","5.99","low"
"573","1.99","low"
"573","7.99","low"
"573","0.99","low"
"573","2.99","low"
"573","4.99","low"
"573","0.99","low"
"573","0.99","low"
"573","2.99","low"
"573","5.99","low"
"573","9.99","high"
"573","2.99","low"
"573","7.99","low"
"573","4.99","low"
"573","10.99","high"
"573","4.99","low"
"573","2.99","low"
"573","5.99","low"
"573","0.99","low"
"573","2.99","low"
"573","0.99","low"
"573","5.99","low"
"573","1.99","low"
"573","1.99","low"
"573","6.99","low"
"573","0.99","low"
"573","2.99","low"
"580","0.99","low"
"580","0.99","low"
"580","1.99","low"
"580","1.99","low"
"580","1.99","low"
"580","3.99","low"
"580","6.99","low"
"580","2.99","low"
"580","2.99","low"
"580","0.99","low"
"580","4.99","low"
"580","3.99","low"
"580","0.99","low"
"580","3.99","low"
"580","5.99","low"
"580","4.99","low"
"580","0.99","low"
"580","3.99","low"
"580","3.99","low"
"580","8.99","high"
"580","2.99","low"
"580","2.99","low"
"580","2.99","low"
"580","2.99","low"
"580","6.99","low"
"580","6.99","low"
"580","4.99","low"
"581","4.99","low"
"581","4.99","low"
"581","3.99","low"
"581","2.99","low"
"581","4.99","low"
"581","2.99","low"
"581","2.99","low"
"581","4.99","low"
"581","0.99","low"
"581","5.99","low"
"581","8.99","high"
"581","1.99","low"
"581","4.99","low"
"581","4.99","low"
"581","2.99","low"
"581","7.99","low"
"581","2.99","low"
"581","2.99","low"
"581","1.99","low"
"581","2.99","low"
"581","2.99","low"
"581","0.99","low"
"581","2.99","low"
"581","8.99","high"
"581","2.99","low"
"581","0.99","low"
"581","4.99","low"
"583","3.99","low"
"583","9.99","high"
"583","4.99","low"
"583","5.99","low"
"583","3.99","low"
"583","0.99","low"
"583","2.99","low"
"583","4.99","low"
"583","9.99","high"
"583","4.99","low"
"583","0.99","low"
"583","5.99","low"
"583","7.99","low"
"583","6.99","low"
"583","5.99","low"
"583","7.99","low"
"583","7.99","low"
"583","1.99","low"
"583","4.99","low"
"583","2.99","low"
"583","4.99","low"
"583","4.99","low"
"583","0.99","low"
"585","0.99","low"
"585","7.99","low"
"585","0.99","low"
"585","3.99","low"
"585","4.99","low"
"585","4.99","low"
"585","9.99","high"
"585","2.99","low"
"585","4.99","low"
"585","6.99","low"
"585","2.99","low"
"585","4.99","low"
"585","4.99","low"
"585","2.99","low"
"585","8.99","high"
"585","3.99","low"
"585","6.99","low"
"585","0.99","low"
"585","9.99","high"
"585","3.99","low"
"585","0.99","low"
"585","4.99","low"
"585","6.99","low"
"585","4.99","low"
"586","4.99","low"
"586","8.99","high"
"586","2.99","low"
"586","0.99","low"
"586","6.99","low"
"586","4.99","low"
"586","2.99","low"
"586","2.99","low"
"586","2.99","low"
"586","2.99","low"
"586","2.99","low"
"586","0.99","low"
"586","4.99","low"
"586","0.99","low"
"586","2.99","low"
"586","1.99","low"
"586","2.99","low"
"586","3.99","low"
"586","0.99","low"
"587","4.99","low"
"587","0.99","low"
"587","2.99","low"
"587","4.99","low"
"587","2.99","low"
"587","4.99","low"
"587","2.99","low"
"587","0.99","low"
"587","3.99","low"
"587","0.99","low"
"587","6.99","low"
"587","8.99","high"
"587","5.99","low"
"587","6.99","low"
"587","4.99","low"
"587","5.99","low"
"587","4.99","low"
"587","2.99","low"
"587","2.99","low"
"587","4.99","low"
"587","4.99","low"
"587","6.99","low"
"587","4.99","low"
"587","2.99","low"
"587","0.99","low"
"587","0.99","low"
"588","2.99","low"
"588","4.99","low"
"588","2.99","low"
"588","6.99","low"
"588","7.99","low"
"588","2.99","low"
"588","3.99","low"
"588","4.99","low"
"588","0.99","low"
"588","5.99","low"
"588","2.99","low"
"588","4.99","low"
"588","4.99","low"
"588","2.99","low"
"588","2.99","low"
"588","4.99","low"
"588","2.99","low"
"588","2.99","low"
"588","2.99","low"
"588","2.99","low"
"588","4.99","low"
"588","4.99","low"
"588","2.99","low"
"588","4.99","low"
"588","4.99","low"
"588","1.99","low"
"588","1.99","low"
"588","2.99","low"
"588","4.99","low"
"589","0.99","low"
"589","4.99","low"
"589","4.99","low"
"589","4.99","low"
"589","4.99","low"
"589","8.99","high"
"589","8.99","high"
"589","2.99","low"
"589","2.99","low"
"589","0.99","low"
"589","4.99","low"
"589","3.99","low"
"589","0.99","low"
"589","3.99","low"
"589","9.99","high"
"589","0.99","low"
"589","3.99","low"
"589","4.99","low"
"589","4.99","low"
"589","4.99","low"
"589","7.99","low"
"589","8.99","high"
"589","6.99","low"
"589","6.99","low"
"589","0.99","low"
"589","0.99","low"
"589","5.99","low"
"589","0.99","low"
"591","0.99","low"
"591","2.99","low"
"591","4.99","low"
"591","0.99","low"
"591","11.99","high"
"591","6.99","low"
"591","5.99","low"
"591","6.99","low"
"591","8.99","high"
"591","2.99","low"
"591","4.99","low"
"591","3.99","low"
"591","0.99","low"
"591","4.99","low"
"591","3.99","low"
"591","5.99","low"
"591","4.99","low"
"591","0.99","low"
"591","4.99","low"
"591","5.99","low"
"591","4.99","low"
"591","4.99","low"
"591","5.99","low"
"591","5.99","low"
"591","2.99","low"
"591","3.99","low"
"591","9.99","high"
"592","6.99","low"
"592","5.99","low"
"592","2.99","low"
"592","0.99","low"
"592","7.99","low"
"592","2.99","low"
"592","11.99","high"
"592","1.99","low"
"592","9.99","high"
"592","0.99","low"
"592","2.99","low"
"592","0.99","low"
"592","0.99","low"
"592","3.99","low"
"592","4.99","low"
"592","2.99","low"
"592","0.99","low"
"592","4.99","low"
"592","3.99","low"
"592","6.99","low"
"592","0.99","low"
"592","2.99","low"
"592","8.99","high"
"592","0.99","low"
"592","0.99","low"
"592","1.99","low"
"592","2.99","low"
"592","3.99","low"
"592","0.99","low"
"594","4.99","low"
"594","8.99","high"
"594","0.99","low"
"594","6.99","low"
"594","5.99","low"
"594","4.99","low"
"594","2.99","low"
"594","6.99","low"
"594","0.99","low"
"594","1.99","low"
"594","0.99","low"
"594","4.99","low"
"594","2.99","low"
"594","5.99","low"
"594","3.99","low"
"594","2.99","low"
"594","6.99","low"
"594","8.99","high"
"594","1.99","low"
"594","2.99","low"
"594","5.99","low"
"594","7.99","low"
"594","3.99","low"
"594","4.99","low"
"594","8.99","high"
"594","4.99","low"
"594","4.99","low"
"595","6.99","low"
"595","2.99","low"
"595","4.99","low"
"595","9.99","high"
"595","4.99","low"
"595","4.99","low"
"595","2.99","low"
"595","1.99","low"
"595","1.99","low"
"595","6.99","low"
"595","6.99","low"
"595","4.99","low"
"595","0.99","low"
"595","4.99","low"
"595","3.99","low"
"595","2.99","low"
"595","2.99","low"
"595","4.99","low"
"595","0.99","low"
"595","4.99","low"
"595","2.99","low"
"595","10.99","high"
"595","2.99","low"
"595","2.99","low"
"595","0.99","low"
"595","0.99","low"
"595","0.99","low"
"595","2.99","low"
"595","0.99","low"
"595","2.99","low"
"596","4.99","low"
"596","0.99","low"
"596","4.99","low"
"596","1.99","low"
"596","2.99","low"
"596","6.99","low"
"596","1.99","low"
"596","1.99","low"
"596","3.99","low"
"596","2.99","low"
"596","0.99","low"
"596","4.99","low"
"596","4.99","low"
"596","3.99","low"
"596","4.99","low"
"596","2.99","low"
"596","0.99","low"
"596","4.99","low"
"596","3.99","low"
"596","0.99","low"
"596","4.99","low"
"596","4.99","low"
"596","4.99","low"
"596","3.99","low"
"596","0.99","low"
"596","0.99","low"
"596","6.99","low"
"596","0.99","low"
"597","2.99","low"
"597","8.99","high"
"597","0.99","low"
"597","4.99","low"
"597","1.99","low"
"597","0.99","low"
"597","4.99","low"
"597","2.99","low"
"597","2.99","low"
"597","4.99","low"
"597","4.99","low"
"597","4.99","low"
"597","0.99","low"
"597","5.99","low"
"597","4.99","low"
"597","2.99","low"
"597","2.99","low"
"597","5.99","low"
"597","4.99","low"
"597","0.99","low"
"597","2.99","low"
"597","6.99","low"
"597","2.99","low"
"597","4.99","low"
"597","4.99","low"
"598","2.99","low"
"598","0.99","low"
"598","6.99","low"
"598","4.99","low"
"598","4.99","low"
"598","5.99","low"
"598","4.99","low"
"598","4.99","low"
"598","0.99","low"
"598","3.99","low"
"598","6.99","low"
"598","0.99","low"
"598","0.99","low"
"598","0.99","low"
"598","5.99","low"
"598","4.99","low"
"598","4.99","low"
"598","0.99","low"
"598","2.99","low"
"598","0.99","low"
"598","2.99","low"
"598","7.99","low"
"4","4.99","low"
"4","0.99","low"
"4","2.99","low"
"4","0.99","low"
"4","0.99","low"
"4","5.99","low"
"4","2.99","low"
"4","2.99","low"
"4","3.99","low"
"4","5.99","low"
"4","5.99","low"
"4","0.99","low"
"4","2.99","low"
"4","4.99","low"
"4","2.99","low"
"4","8.99","high"
"4","1.99","low"
"4","2.99","low"
"4","6.99","low"
"4","4.99","low"
"4","2.99","low"
"4","1.99","low"
"6","4.99","low"
"6","2.99","low"
"6","0.99","low"
"6","3.99","low"
"6","2.99","low"
"6","0.99","low"
"6","0.99","low"
"6","0.99","low"
"6","2.99","low"
"6","0.99","low"
"6","5.99","low"
"6","7.99","low"
"6","0.99","low"
"6","2.99","low"
"6","2.99","low"
"6","0.99","low"
"6","2.99","low"
"6","2.99","low"
"6","3.99","low"
"6","6.99","low"
"6","0.99","low"
"6","0.99","low"
"6","2.99","low"
"6","6.99","low"
"6","7.99","low"
"6","4.99","low"
"6","5.99","low"
"6","0.99","low"
"8","6.99","low"
"8","2.99","low"
"8","5.99","low"
"8","4.99","low"
"8","5.99","low"
"8","0.99","low"
"8","2.99","low"
"8","3.99","low"
"8","3.99","low"
"8","2.99","low"
"8","2.99","low"
"8","4.99","low"
"8","0.99","low"
"8","1.99","low"
"8","2.99","low"
"8","0.99","low"
"8","2.99","low"
"8","9.99","high"
"8","2.99","low"
"8","2.99","low"
"8","0.99","low"
"8","7.99","low"
"8","2.99","low"
"8","4.99","low"
"9","4.99","low"
"9","0.99","low"
"9","4.99","low"
"9","7.99","low"
"9","4.99","low"
"9","2.99","low"
"9","0.99","low"
"9","1.99","low"
"9","2.99","low"
"9","4.99","low"
"9","5.99","low"
"9","0.99","low"
"9","2.99","low"
"9","4.99","low"
"9","0.99","low"
"9","4.99","low"
"9","5.99","low"
"9","0.99","low"
"9","2.99","low"
"9","2.99","low"
"9","4.99","low"
"9","7.99","low"
"9","4.99","low"
"11","6.99","low"
"11","6.99","low"
"11","7.99","low"
"11","0.99","low"
"11","2.99","low"
"11","4.99","low"
"11","5.99","low"
"11","6.99","low"
"11","4.99","low"
"11","4.99","low"
"11","2.99","low"
"11","1.99","low"
"11","0.99","low"
"11","9.99","high"
"11","6.99","low"
"11","4.99","low"
"11","6.99","low"
"11","0.99","low"
"11","5.99","low"
"11","0.99","low"
"11","4.99","low"
"11","0.99","low"
"11","2.99","low"
"11","0.99","low"
"13","2.99","low"
"13","4.99","low"
"13","2.99","low"
"13","8.99","high"
"13","2.99","low"
"13","8.99","high"
"13","2.99","low"
"13","0.99","low"
"13","2.99","low"
"13","2.99","low"
"13","2.99","low"
"13","11.99","high"
"13","9.99","high"
"13","0.99","low"
"13","0.99","low"
"13","7.99","low"
"13","4.99","low"
"13","4.99","low"
"13","0.99","low"
"13","5.99","low"
"13","7.99","low"
"13","4.99","low"
"13","0.99","low"
"13","0.99","low"
"13","9.99","high"
"13","7.99","low"
"13","4.99","low"
"14","0.99","low"
"14","9.99","high"
"14","5.99","low"
"14","2.99","low"
"14","0.99","low"
"14","4.99","low"
"14","2.99","low"
"14","0.99","low"
"14","0.99","low"
"14","7.99","low"
"14","4.99","low"
"14","7.99","low"
"14","6.99","low"
"14","0.99","low"
"14","3.99","low"
"14","4.99","low"
"14","4.99","low"
"14","2.99","low"
"14","2.99","low"
"14","6.99","low"
"14","4.99","low"
"14","3.99","low"
"14","2.99","low"
"14","4.99","low"
"14","6.99","low"
"14","0.99","low"
"14","0.99","low"
"14","4.99","low"
"16","3.99","low"
"16","2.99","low"
"16","0.99","low"
"16","2.99","low"
"16","6.99","low"
"16","7.99","low"
"16","1.99","low"
"16","7.99","low"
"16","0.99","low"
"16","0.99","low"
"16","2.99","low"
"16","3.99","low"
"16","4.99","low"
"16","4.99","low"
"16","0.99","low"
"16","2.99","low"
"16","5.99","low"
"16","0.99","low"
"16","5.99","low"
"16","2.99","low"
"16","2.99","low"
"16","0.99","low"
"16","2.99","low"
"16","4.99","low"
"16","7.99","low"
"16","4.99","low"
"16","4.99","low"
"16","6.99","low"
"16","8.99","high"
"18","2.99","low"
"18","4.99","low"
"18","4.99","low"
"18","5.99","low"
"18","4.99","low"
"18","5.99","low"
"18","8.99","high"
"18","3.99","low"
"18","3.99","low"
"18","3.99","low"
"18","2.99","low"
"18","0.99","low"
"18","2.99","low"
"18","4.99","low"
"18","4.99","low"
"18","4.99","low"
"18","4.99","low"
"18","1.99","low"
"18","4.99","low"
"18","4.99","low"
"18","0.99","low"
"18","0.99","low"
"20","2.99","low"
"20","6.99","low"
"20","1.99","low"
"20","0.99","low"
"20","3.99","low"
"20","4.99","low"
"20","4.99","low"
"20","3.99","low"
"20","2.99","low"
"20","2.99","low"
"20","2.99","low"
"20","6.99","low"
"20","4.99","low"
"20","5.99","low"
"20","2.99","low"
"20","4.99","low"
"20","3.99","low"
"20","4.99","low"
"20","7.99","low"
"20","1.99","low"
"20","0.99","low"
"20","0.99","low"
"20","4.99","low"
"20","4.99","low"
"20","2.99","low"
"20","2.99","low"
"20","6.99","low"
"20","1.99","low"
"20","0.99","low"
"20","2.99","low"
"23","8.99","high"
"23","2.99","low"
"23","0.99","low"
"23","1.99","low"
"23","0.99","low"
"23","5.99","low"
"23","4.99","low"
"23","2.99","low"
"23","3.99","low"
"23","2.99","low"
"23","2.99","low"
"23","2.99","low"
"23","2.99","low"
"23","5.99","low"
"23","7.99","low"
"23","2.99","low"
"23","0.99","low"
"23","5.99","low"
"23","9.99","high"
"23","3.99","low"
"23","6.99","low"
"23","2.99","low"
"23","2.99","low"
"23","2.99","low"
"23","4.99","low"
"23","6.99","low"
"23","0.99","low"
"23","0.99","low"
"23","2.99","low"
"23","2.99","low"
"24","6.99","low"
"24","2.99","low"
"24","2.99","low"
"24","2.99","low"
"24","4.99","low"
"24","5.99","low"
"24","7.99","low"
"24","7.99","low"
"24","2.99","low"
"24","0.99","low"
"24","0.99","low"
"24","4.99","low"
"24","1.99","low"
"24","4.99","low"
"24","0.99","low"
"24","0.99","low"
"24","2.99","low"
"24","2.99","low"
"24","2.99","low"
"24","8.99","high"
"24","2.99","low"
"24","1.99","low"
"24","4.99","low"
"24","0.99","low"
"24","4.99","low"
"26","2.99","low"
"26","2.99","low"
"26","5.99","low"
"26","4.99","low"
"26","9.99","high"
"26","3.99","low"
"26","6.99","low"
"26","4.99","low"
"26","4.99","low"
"26","2.99","low"
"26","4.99","low"
"26","4.99","low"
"26","0.99","low"
"26","6.99","low"
"26","3.99","low"
"26","6.99","low"
"26","2.99","low"
"26","1.99","low"
"26","2.99","low"
"26","0.99","low"
"26","4.99","low"
"26","0.99","low"
"26","3.99","low"
"26","3.99","low"
"26","2.99","low"
"26","0.99","low"
"26","5.99","low"
"26","4.99","low"
"26","4.99","low"
"26","8.99","high"
"26","1.99","low"
"26","7.99","low"
"26","2.99","low"
"26","7.99","low"
"27","2.99","low"
"27","4.99","low"
"27","4.99","low"
"27","2.99","low"
"27","3.99","low"
"27","2.99","low"
"27","4.99","low"
"27","1.99","low"
"27","3.99","low"
"27","0.99","low"
"27","5.99","low"
"27","0.99","low"
"27","4.99","low"
"27","0.99","low"
"27","5.99","low"
"27","4.99","low"
"27","1.99","low"
"27","0.99","low"
"27","5.99","low"
"27","7.99","low"
"27","4.99","low"
